year_month,total_questions,avg_score,avg_views,avg_answers,pct_accepted,avg_body_length,avg_code_blocks,unique_users,pct_with_code,pct_howto,pct_debug,date
2018-01,379487,2.0514141459391233,915.5581403315529,0.5560164116293839,0.2007789463143665,1234.2077857739528,2.8880251497416247,159667,0.8188080224091998,0.0,0.004577231894636707,2018-01-01
2018-02,362122,1.9573237748604062,869.9755027311238,0.5525375425961416,0.2010758805043604,1242.687400931178,2.8849641833415256,155030,0.8231535228458917,0.0,0.004374216424298993,2018-02-01
2018-03,408371,2.1469717487284847,862.2654644918468,0.5506463485409101,0.198309870191566,1244.834165501468,2.8767762647200708,173065,0.8242700877388454,0.0,0.004716299639298579,2018-03-01
2018-04,383169,1.9703342389389538,872.2944679762716,0.5488726906404223,0.1965033705753858,1256.4850053109724,2.8860033040251167,163398,0.8262359428868202,0.0,0.0047837899203745605,2018-04-01
2018-05,393089,2.025007059469993,870.6049317075776,0.5503740883107897,0.1962736174250615,1256.496981599587,2.890861865887878,166526,0.824912424412792,0.0,0.004484989404435128,2018-05-01
2018-06,361942,2.0075868509319172,882.9063192445199,0.549209541860298,0.1959374706444679,1243.9263473153158,2.852365848671887,155235,0.8214244271181571,0.0,0.004663730652977549,2018-06-01
2018-07,377429,1.9361760755002928,854.2490693613898,0.5470220889226848,0.19463263289254404,1248.8805073272058,2.869077362894743,160028,0.8203874106123271,0.0,0.004620736615363419,2018-07-01
2018-08,378348,1.9213475424741244,819.5950183429012,0.5470017021366572,0.19500301309905166,1247.3682165625298,2.9048468605622335,160004,0.8225311089261738,0.0,0.004300273821983993,2018-08-01
2018-09,345342,1.9436616455571578,801.0414284969683,0.5483549640646084,0.1950153760619907,1241.5866387523092,2.8916233762473142,148824,0.8234214199257548,0.0,0.004230588807616798,2018-09-01
2018-10,382139,1.8290046292056032,749.8205181884078,0.5445322251850766,0.1955466466390502,1231.6412718932115,2.8655750917859732,162439,0.8241582251484407,0.0,0.004294248951297827,2018-10-01
2018-11,352209,1.8285904108072195,750.5780715427487,0.5386915155490064,0.197550318134971,1248.3185296230363,2.912957931228333,153952,0.8281730449818148,0.0,0.004301423302641329,2018-11-01
2018-12,315423,1.8598897353712316,747.1648801767785,0.5399003877332978,0.1953472004260945,1253.8854078491422,2.9160080273157,139456,0.8284779486594193,0.0,0.004489209727889215,2018-12-01
2019-01,358529,1.8337066178747048,730.9885476488653,0.5388573867106984,0.19543746809881488,1264.6594110936633,2.9350094413562084,155928,0.828083641769564,0.0,0.003740283212794502,2019-01-01
2019-02,350204,1.7388579228107046,703.4292412422474,0.5415443570033466,0.1954089616337906,1256.3580370298455,2.9125452593345593,152353,0.8292909275736428,0.0,0.0039405603591049785,2019-02-01
