lang,year_month,n_questions,median_body_len,log_body_len,median_code_blocks,frac_with_code,ari,post_copilot_beta,did_copilot_beta,post_copilot_ga,did_copilot_ga,post_chatgpt,did_chatgpt,post_gpt4,did_gpt4,post_llama2,did_llama2,post_code_llama,did_code_llama,post_devin,did_devin,post_claude35,did_claude35
python,2018-01,16120,1083.0,6.988413181999592,2.0,0.9111662531017369,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-02,16181,1087.0,6.992096427415888,2.0,0.9111303380508003,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-03,17783,1088.0,6.9930151229329605,2.0,0.9168869144688747,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-04,16844,1084.0,6.98933526597456,2.0,0.9081572073141772,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-05,17437,1065.0,6.97166860472579,2.0,0.9107644663646269,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-06,16661,1078.0,6.983789965258135,2.0,0.908228797791249,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-07,17840,1074.0,6.980075940561763,2.0,0.9049327354260089,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-08,17626,1094.0,6.9985096422506015,2.0,0.9121184613638943,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-09,15921,1054.0,6.961296045910167,2.0,0.9101815212612273,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-10,18022,1053.0,6.960347729101308,2.0,0.9099988902452558,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-11,17908,1068.5,6.9749465285224606,2.0,0.9080857717221353,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2018-12,15633,1090.0,6.994849985833071,2.0,0.909486342992388,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-01,16844,1133.0,7.033506484287697,2.0,0.9165875089052482,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-02,17419,1108.0,7.011213987350367,2.0,0.913313048969516,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-03,19747,1098.0,7.002155954403621,2.0,0.9114295842406441,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-04,19707,1133.0,7.033506484287697,2.0,0.91947023900137,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-05,18776,1150.0,7.048386408721883,2.0,0.9242650191734129,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-06,17107,1150.0,7.048386408721883,2.0,0.9211433915940843,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-07,19588,1149.0,7.047517221357296,2.0,0.9239330202164591,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-08,17904,1166.0,7.062191632286556,2.0,0.9287310098302055,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-09,16742,1120.0,7.02197642307216,2.0,0.9224107036196393,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-10,20295,1107.0,7.010311867307229,2.0,0.9149544222714955,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-11,20434,1107.0,7.010311867307229,2.0,0.9101008123715376,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2019-12,17982,1139.0,7.038783541388542,2.0,0.9126904682460238,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-01,19816,1122.0,7.023758954738443,2.0,0.9154723455793299,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-02,19914,1112.0,7.014814351275545,2.0,0.9131766596364367,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-03,22520,1102.0,7.005789019253503,2.0,0.9079040852575488,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-04,27449,1083.0,6.988413181999592,2.0,0.9103063863893038,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-05,29246,1097.0,7.001245622069476,2.0,0.9036449428981741,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-06,26916,1093.5,6.9980529169629175,2.0,0.9060038638727894,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-07,26085,1135.0,7.035268599281097,2.0,0.9104082806210466,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-08,22858,1147.0,7.045776576879511,2.0,0.9108845918278065,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-09,21591,1129.0,7.029972911706386,2.0,0.9143624658422491,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-10,22656,1142.0,7.04141166379481,2.0,0.917284604519774,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-11,22007,1131.0,7.0317412587631285,2.0,0.9154359976371155,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2020-12,22041,1156.0,7.053585727193677,2.0,0.9156571843382787,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-01,22735,1149.0,7.047517221357296,2.0,0.9090829118099846,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-02,21276,1146.0,7.044905117129371,2.0,0.9129065613837187,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-03,23677,1135.0,7.035268599281097,2.0,0.9028170798665371,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-04,22262,1176.0,7.0707241072602764,2.0,0.9078249932620609,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-05,22243,1162.0,7.0587581525186645,2.0,0.9101290293575507,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-06,20773,1156.0,7.053585727193677,2.0,0.9038174553506956,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-07,20435,1167.0,7.0630481633881725,2.0,0.9044286762906778,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-08,19708,1175.0,7.069874128458572,2.0,0.9064339354576821,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-09,18894,1144.0,7.0431599159883405,2.0,0.90774849158463,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-10,19672,1132.0,7.0326242610280065,2.0,0.9138369255795039,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-11,19911,1148.0,7.046647277848756,2.0,0.9093465923358948,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2021-12,18888,1169.0,7.064759027791802,2.0,0.9095722151630665,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-01,19562,1152.0,7.050122520269059,2.0,0.9074736734485227,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-02,19116,1145.0,7.044032897274685,2.0,0.8975204017576899,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-03,20627,1160.0,7.057036981697891,2.0,0.8982401706501187,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-04,19735,1165.0,7.061334366910438,2.0,0.8990625791740563,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-05,19312,1164.0,7.060476365999801,2.0,0.9022887323943662,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-06,18677,1177.0,7.071573364211532,2.0,0.8990201852545912,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-07,18944,1166.0,7.062191632286556,2.0,0.8985958614864865,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-08,18590,1180.0,7.074116816197362,2.0,0.9033889187735341,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-09,16998,1158.5,7.055744156695586,2.0,0.9095187669137546,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-10,18451,1148.0,7.046647277848756,2.0,0.8997886293425831,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-11,18772,1182.0,7.075808863978387,2.0,0.8955359045386746,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2022-12,15800,1235.0,7.119635638017636,2.0,0.9068987341772152,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-01,14972,1271.0,7.148345743900068,2.0,0.9060245792145338,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-02,13020,1281.5,7.1565665770449245,2.0,0.9021505376344086,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-03,12758,1334.0,7.19668657083435,2.0,0.904295344097821,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-04,11822,1412.5,7.253824177133645,2.0,0.9013703265098968,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-05,11718,1427.5,7.2643802216708275,2.0,0.8934118450247482,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-06,11123,1456.0,7.284134806195205,2.0,0.8866313045041805,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0,0,0.0
python,2023-07,10998,1420.0,7.259116128097101,2.0,0.8872522276777596,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0,0,0.0
python,2023-08,10153,1461.0,7.2875606403097235,2.0,0.8959913326110509,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2023-09,8553,1435.0,7.269616749608169,2.0,0.8967613702794341,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2023-10,8919,1476.0,7.29776828253138,2.0,0.8961767014239265,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2023-11,8405,1509.0,7.31986492980897,2.0,0.9039857227840571,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2023-12,6951,1554.0,7.349230824613334,2.0,0.9050496331463099,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2024-01,7712,1510.0,7.32052696227274,2.0,0.8989885892116183,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2024-02,7796,1532.0,7.334981878871814,2.0,0.8993073370959467,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0,0,0.0
python,2024-03,8427,1550.0,7.346655163176539,2.0,0.8937937581583008,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,1,0.904,0,0.0
javascript,2018-01,18547,1228.0,7.113956109566034,2.0,0.9140561815927104,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-02,16895,1247.0,7.129297548929373,2.0,0.9150636282923942,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-03,18867,1236.0,7.1204443723924875,2.0,0.9159378809561669,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
javascript,2018-04,17681,1273.0,7.149916836132109,2.0,0.9228550421356259,0.829,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
